"Statistic Label","Quarter","Sex","Education Attainment Level","Age Group","UNIT","VALUE"
"Employment rate","2024Q1","Female","Primary and lower secondary education (Levels 1-2)","45 - 49 years","%","42.8"
"Employment rate","2024Q1","Female","Primary and lower secondary education (Levels 1-2)","50 - 54 years","%","51.7"
"Employment rate","2024Q1","Female","Primary and lower secondary education (Levels 1-2)","55 - 59 years","%","44"
"Employment rate","2024Q1","Female","Primary and lower secondary education (Levels 1-2)","60 - 64 years","%","37.8"
"Employment rate","2024Q1","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","All ages","%","67.7"
"Employment rate","2024Q1","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","20 - 24 years","%","65.9"
"Employment rate","2024Q1","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 29 years","%","73.5"
"Employment rate","2024Q1","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 54 years","%","71.9"
"Employment rate","2024Q1","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","30 - 34 years","%","70.8"
"Employment rate","2024Q1","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","35 - 39 years","%","71"
"Employment rate","2024Q1","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","40 - 44 years","%","71.4"
"Employment rate","2024Q1","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","45 - 49 years","%","76"
"Employment rate","2024Q1","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","50 - 54 years","%","69.6"
"Employment rate","2024Q1","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","55 - 59 years","%","62.3"
"Employment rate","2024Q1","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","60 - 64 years","%","52.7"
"Employment rate","2024Q1","Female","Tertiary education (Levels 5-8)","All ages","%","84"
"Employment rate","2024Q1","Female","Tertiary education (Levels 5-8)","20 - 24 years","%","81.6"
"Employment rate","2024Q1","Female","Tertiary education (Levels 5-8)","25 - 29 years","%","87.3"
"Employment rate","2024Q1","Female","Tertiary education (Levels 5-8)","25 - 54 years","%","86.3"
"Employment rate","2024Q1","Female","Tertiary education (Levels 5-8)","30 - 34 years","%","86.3"
"Employment rate","2024Q1","Female","Tertiary education (Levels 5-8)","35 - 39 years","%","86.5"
"Employment rate","2024Q1","Female","Tertiary education (Levels 5-8)","40 - 44 years","%","86"
"Employment rate","2024Q1","Female","Tertiary education (Levels 5-8)","45 - 49 years","%","85.7"
"Employment rate","2024Q1","Female","Tertiary education (Levels 5-8)","50 - 54 years","%","86.2"
"Employment rate","2024Q1","Female","Tertiary education (Levels 5-8)","55 - 59 years","%","81.8"
"Employment rate","2024Q1","Female","Tertiary education (Levels 5-8)","60 - 64 years","%","60.4"
"Employment rate","2024Q1","Female","Level of education - not stated","All ages","%","61.3"
"Employment rate","2024Q1","Female","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2024Q1","Female","Level of education - not stated","25 - 29 years","%",""
"Employment rate","2024Q1","Female","Level of education - not stated","25 - 54 years","%","67.4"
"Employment rate","2024Q1","Female","Level of education - not stated","30 - 34 years","%",""
"Employment rate","2024Q1","Female","Level of education - not stated","35 - 39 years","%",""
"Employment rate","2024Q1","Female","Level of education - not stated","40 - 44 years","%",""
"Employment rate","2024Q1","Female","Level of education - not stated","45 - 49 years","%",""
"Employment rate","2024Q1","Female","Level of education - not stated","50 - 54 years","%",""
"Employment rate","2024Q1","Female","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2024Q1","Female","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2024Q2","Both sexes","Levels of Education (Levels  0-8)","All ages","%","79.7"
"Employment rate","2024Q2","Both sexes","Levels of Education (Levels  0-8)","20 - 24 years","%","70.3"
"Employment rate","2024Q2","Both sexes","Levels of Education (Levels  0-8)","25 - 29 years","%","84.4"
"Employment rate","2024Q2","Both sexes","Levels of Education (Levels  0-8)","25 - 54 years","%","84.3"
"Employment rate","2024Q2","Both sexes","Levels of Education (Levels  0-8)","30 - 34 years","%","84.2"
"Employment rate","2024Q2","Both sexes","Levels of Education (Levels  0-8)","35 - 39 years","%","85.3"
"Employment rate","2024Q2","Both sexes","Levels of Education (Levels  0-8)","40 - 44 years","%","84.1"
"Employment rate","2024Q2","Both sexes","Levels of Education (Levels  0-8)","45 - 49 years","%","85.7"
"Employment rate","2024Q2","Both sexes","Levels of Education (Levels  0-8)","50 - 54 years","%","81.8"
"Employment rate","2024Q2","Both sexes","Levels of Education (Levels  0-8)","55 - 59 years","%","76.2"
"Employment rate","2024Q2","Both sexes","Levels of Education (Levels  0-8)","60 - 64 years","%","59.4"
"Employment rate","2024Q2","Both sexes","Less than primary (Level 0)","All ages","%",""
"Employment rate","2024Q2","Both sexes","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2024Q2","Both sexes","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2024Q2","Both sexes","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2024Q2","Both sexes","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2024Q2","Both sexes","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2024Q2","Both sexes","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2024Q2","Both sexes","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2024Q2","Both sexes","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2024Q2","Both sexes","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2024Q2","Both sexes","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2024Q2","Both sexes","Primary and lower secondary education (Levels 1-2)","All ages","%","55.3"
"Employment rate","2024Q2","Both sexes","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2024Q2","Both sexes","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%",""
"Employment rate","2024Q2","Both sexes","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","56.1"
"Employment rate","2024Q2","Both sexes","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%",""
"Employment rate","2024Q2","Both sexes","Primary and lower secondary education (Levels 1-2)","35 - 39 years","%","55.6"
"Employment rate","2024Q2","Both sexes","Primary and lower secondary education (Levels 1-2)","40 - 44 years","%","53.2"
"Employment rate","2024Q2","Both sexes","Primary and lower secondary education (Levels 1-2)","45 - 49 years","%","63.3"
"Employment rate","2024Q2","Both sexes","Primary and lower secondary education (Levels 1-2)","50 - 54 years","%","64.5"
"Employment rate","2024Q2","Both sexes","Primary and lower secondary education (Levels 1-2)","55 - 59 years","%","62.3"
"Employment rate","2024Q2","Both sexes","Primary and lower secondary education (Levels 1-2)","60 - 64 years","%","50"
"Employment rate","2024Q2","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","All ages","%","75.4"
"Employment rate","2024Q2","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","20 - 24 years","%","67.9"
"Employment rate","2024Q2","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 29 years","%","79.6"
"Employment rate","2024Q2","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 54 years","%","80.3"
"Employment rate","2024Q2","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","30 - 34 years","%","77.3"
"Employment rate","2024Q2","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","35 - 39 years","%","81.7"
"Employment rate","2024Q2","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","40 - 44 years","%","81.4"
"Employment rate","2024Q2","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","45 - 49 years","%","83.2"
"Employment rate","2024Q2","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","50 - 54 years","%","77.8"
"Employment rate","2024Q2","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","55 - 59 years","%","76.3"
"Employment rate","2024Q2","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","60 - 64 years","%","59.1"
"Employment rate","2024Q2","Both sexes","Tertiary education (Levels 5-8)","All ages","%","87.6"
"Employment rate","2024Q2","Both sexes","Tertiary education (Levels 5-8)","20 - 24 years","%","82.1"
"Employment rate","2024Q2","Both sexes","Tertiary education (Levels 5-8)","25 - 29 years","%","89.4"
"Employment rate","2024Q2","Both sexes","Tertiary education (Levels 5-8)","25 - 54 years","%","90.1"
"Employment rate","2024Q2","Both sexes","Tertiary education (Levels 5-8)","30 - 34 years","%","91.5"
"Employment rate","2024Q2","Both sexes","Tertiary education (Levels 5-8)","35 - 39 years","%","89.7"
"Employment rate","2024Q2","Both sexes","Tertiary education (Levels 5-8)","40 - 44 years","%","89.7"
"Employment rate","2024Q2","Both sexes","Tertiary education (Levels 5-8)","45 - 49 years","%","90.6"
"Employment rate","2024Q2","Both sexes","Tertiary education (Levels 5-8)","50 - 54 years","%","90"
"Employment rate","2024Q2","Both sexes","Tertiary education (Levels 5-8)","55 - 59 years","%","83.5"
"Employment rate","2024Q2","Both sexes","Tertiary education (Levels 5-8)","60 - 64 years","%","66.1"
"Employment rate","2024Q2","Both sexes","Level of education - not stated","All ages","%","77.8"
"Employment rate","2024Q2","Both sexes","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2024Q2","Both sexes","Level of education - not stated","25 - 29 years","%",""
"Employment rate","2024Q2","Both sexes","Level of education - not stated","25 - 54 years","%","83.1"
"Employment rate","2024Q2","Both sexes","Level of education - not stated","30 - 34 years","%","85.4"
"Employment rate","2024Q2","Both sexes","Level of education - not stated","35 - 39 years","%","86.7"
"Employment rate","2024Q2","Both sexes","Level of education - not stated","40 - 44 years","%","82.3"
"Employment rate","2024Q2","Both sexes","Level of education - not stated","45 - 49 years","%","82.3"
"Employment rate","2024Q2","Both sexes","Level of education - not stated","50 - 54 years","%","78.2"
"Employment rate","2024Q2","Both sexes","Level of education - not stated","55 - 59 years","%","65.3"
"Employment rate","2024Q2","Both sexes","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2024Q2","Male","Levels of Education (Levels  0-8)","All ages","%","84.2"
"Employment rate","2024Q2","Male","Levels of Education (Levels  0-8)","20 - 24 years","%","71.4"
"Employment rate","2024Q2","Male","Levels of Education (Levels  0-8)","25 - 29 years","%","87.1"
"Employment rate","2024Q2","Male","Levels of Education (Levels  0-8)","25 - 54 years","%","88.4"
"Employment rate","2024Q2","Male","Levels of Education (Levels  0-8)","30 - 34 years","%","87.4"
"Employment rate","2024Q2","Male","Levels of Education (Levels  0-8)","35 - 39 years","%","89.3"
"Employment rate","2024Q2","Male","Levels of Education (Levels  0-8)","40 - 44 years","%","88.3"
"Employment rate","2024Q2","Male","Levels of Education (Levels  0-8)","45 - 49 years","%","90.4"
"Employment rate","2024Q2","Male","Levels of Education (Levels  0-8)","50 - 54 years","%","87.3"
"Employment rate","2024Q2","Male","Levels of Education (Levels  0-8)","55 - 59 years","%","83.2"
"Employment rate","2024Q2","Male","Levels of Education (Levels  0-8)","60 - 64 years","%","68.8"
"Employment rate","2024Q2","Male","Less than primary (Level 0)","All ages","%",""
"Employment rate","2024Q2","Male","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2024Q2","Male","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2024Q2","Male","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2024Q2","Male","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2024Q2","Male","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2024Q2","Male","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2024Q2","Male","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2024Q2","Male","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2024Q2","Male","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2024Q2","Male","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2024Q2","Male","Primary and lower secondary education (Levels 1-2)","All ages","%","65.7"
"Employment rate","2024Q2","Male","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2024Q2","Male","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%",""
"Employment rate","2024Q2","Male","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","66"
"Employment rate","2024Q2","Male","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%",""
