Quarter,Sex,Education Attainment Level,Age Group,Employment_Rate,Unemployment_Rate,Long_term_Unemployment_Rate
2025Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,82.9,,
2025Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,84.6,,
2025Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,78.6,,
2025Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,74.0,,
2025Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 74 years,,2.6,
2025Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),60 - 64 years,63.9,,
2025Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),All ages,75.8,4.2,1.2
2025Q1,Female,Less than primary (Level 0),15 - 24 years,,,
2025Q1,Female,Less than primary (Level 0),20 - 24 years,,,
2025Q1,Female,Less than primary (Level 0),25 - 29 years,,,
2025Q1,Female,Less than primary (Level 0),25 - 54 years,,,
2025Q1,Female,Less than primary (Level 0),30 - 34 years,,,
2025Q1,Female,Less than primary (Level 0),35 - 39 years,,,
2025Q1,Female,Less than primary (Level 0),40 - 44 years,,,
2025Q1,Female,Less than primary (Level 0),45 - 49 years,,,
2025Q1,Female,Less than primary (Level 0),50 - 54 years,,,
2025Q1,Female,Less than primary (Level 0),55 - 59 years,,,
2025Q1,Female,Less than primary (Level 0),55 - 74 years,,,
2025Q1,Female,Less than primary (Level 0),60 - 64 years,,,
2025Q1,Female,Less than primary (Level 0),All ages,,,
2025Q1,Female,Level of education - not stated,15 - 24 years,,,
2025Q1,Female,Level of education - not stated,20 - 24 years,,,
2025Q1,Female,Level of education - not stated,25 - 29 years,,,
2025Q1,Female,Level of education - not stated,25 - 54 years,75.7,,
2025Q1,Female,Level of education - not stated,30 - 34 years,,,
2025Q1,Female,Level of education - not stated,35 - 39 years,,,
2025Q1,Female,Level of education - not stated,40 - 44 years,,,
2025Q1,Female,Level of education - not stated,45 - 49 years,,,
2025Q1,Female,Level of education - not stated,50 - 54 years,,,
2025Q1,Female,Level of education - not stated,55 - 59 years,,,
2025Q1,Female,Level of education - not stated,55 - 74 years,,,
2025Q1,Female,Level of education - not stated,60 - 64 years,,,
2025Q1,Female,Level of education - not stated,All ages,72.1,,
2025Q1,Female,Levels of Education (Levels  0-8),15 - 24 years,,10.6,
2025Q1,Female,Levels of Education (Levels  0-8),20 - 24 years,66.5,,
2025Q1,Female,Levels of Education (Levels  0-8),25 - 29 years,79.8,,
2025Q1,Female,Levels of Education (Levels  0-8),25 - 54 years,81.1,3.5,0.9
2025Q1,Female,Levels of Education (Levels  0-8),30 - 34 years,82.5,,
2025Q1,Female,Levels of Education (Levels  0-8),35 - 39 years,81.8,,
2025Q1,Female,Levels of Education (Levels  0-8),40 - 44 years,81.9,,
2025Q1,Female,Levels of Education (Levels  0-8),45 - 49 years,83.2,,
2025Q1,Female,Levels of Education (Levels  0-8),50 - 54 years,76.7,,
2025Q1,Female,Levels of Education (Levels  0-8),55 - 59 years,71.5,,
2025Q1,Female,Levels of Education (Levels  0-8),55 - 74 years,,2.9,
2025Q1,Female,Levels of Education (Levels  0-8),60 - 64 years,54.3,,
2025Q1,Female,Levels of Education (Levels  0-8),All ages,76.2,4.3,1.0
2025Q1,Female,Primary and lower secondary education (Levels 1-2),15 - 24 years,,22.9,
2025Q1,Female,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2025Q1,Female,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2025Q1,Female,Primary and lower secondary education (Levels 1-2),25 - 54 years,47.1,,
2025Q1,Female,Primary and lower secondary education (Levels 1-2),30 - 34 years,,,
2025Q1,Female,Primary and lower secondary education (Levels 1-2),35 - 39 years,,,
2025Q1,Female,Primary and lower secondary education (Levels 1-2),40 - 44 years,,,
2025Q1,Female,Primary and lower secondary education (Levels 1-2),45 - 49 years,,,
2025Q1,Female,Primary and lower secondary education (Levels 1-2),50 - 54 years,52.4,,
2025Q1,Female,Primary and lower secondary education (Levels 1-2),55 - 59 years,38.4,,
2025Q1,Female,Primary and lower secondary education (Levels 1-2),55 - 74 years,,,
2025Q1,Female,Primary and lower secondary education (Levels 1-2),60 - 64 years,38.1,,
2025Q1,Female,Primary and lower secondary education (Levels 1-2),All ages,42.2,11.7,
2025Q1,Female,Tertiary education (Levels 5-8),15 - 24 years,,,
2025Q1,Female,Tertiary education (Levels 5-8),20 - 24 years,81.8,,
2025Q1,Female,Tertiary education (Levels 5-8),25 - 29 years,84.4,,
2025Q1,Female,Tertiary education (Levels 5-8),25 - 54 years,87.8,3.1,
2025Q1,Female,Tertiary education (Levels 5-8),30 - 34 years,90.5,,
2025Q1,Female,Tertiary education (Levels 5-8),35 - 39 years,87.7,,
2025Q1,Female,Tertiary education (Levels 5-8),40 - 44 years,88.4,,
2025Q1,Female,Tertiary education (Levels 5-8),45 - 49 years,89.6,,
2025Q1,Female,Tertiary education (Levels 5-8),50 - 54 years,85.2,,
2025Q1,Female,Tertiary education (Levels 5-8),55 - 59 years,82.9,,
2025Q1,Female,Tertiary education (Levels 5-8),55 - 74 years,,,
2025Q1,Female,Tertiary education (Levels 5-8),60 - 64 years,62.3,,
2025Q1,Female,Tertiary education (Levels 5-8),All ages,85.4,3.3,
2025Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,,
2025Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,60.5,,
2025Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,74.1,,
2025Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,71.9,4.1,
2025Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,64.5,,
2025Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,73.8,,
2025Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,73.3,,
2025Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,74.3,,
2025Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,69.9,,
2025Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,67.4,,
2025Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 74 years,,,
2025Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),60 - 64 years,54.5,,
2025Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),All ages,67.4,4.3,
2025Q1,Male,Less than primary (Level 0),15 - 24 years,,,
2025Q1,Male,Less than primary (Level 0),20 - 24 years,,,
2025Q1,Male,Less than primary (Level 0),25 - 29 years,,,
2025Q1,Male,Less than primary (Level 0),25 - 54 years,,,
2025Q1,Male,Less than primary (Level 0),30 - 34 years,,,
2025Q1,Male,Less than primary (Level 0),35 - 39 years,,,
2025Q1,Male,Less than primary (Level 0),40 - 44 years,,,
2025Q1,Male,Less than primary (Level 0),45 - 49 years,,,
2025Q1,Male,Less than primary (Level 0),50 - 54 years,,,
2025Q1,Male,Less than primary (Level 0),55 - 59 years,,,
2025Q1,Male,Less than primary (Level 0),55 - 74 years,,,
2025Q1,Male,Less than primary (Level 0),60 - 64 years,,,
2025Q1,Male,Less than primary (Level 0),All ages,,,
2025Q1,Male,Level of education - not stated,15 - 24 years,,,
2025Q1,Male,Level of education - not stated,20 - 24 years,,,
2025Q1,Male,Level of education - not stated,25 - 29 years,,,
2025Q1,Male,Level of education - not stated,25 - 54 years,70.1,,
2025Q1,Male,Level of education - not stated,30 - 34 years,,,
2025Q1,Male,Level of education - not stated,35 - 39 years,,,
2025Q1,Male,Level of education - not stated,40 - 44 years,,,
2025Q1,Male,Level of education - not stated,45 - 49 years,,,
2025Q1,Male,Level of education - not stated,50 - 54 years,,,
2025Q1,Male,Level of education - not stated,55 - 59 years,,,
2025Q1,Male,Level of education - not stated,55 - 74 years,,,
2025Q1,Male,Level of education - not stated,60 - 64 years,,,
2025Q1,Male,Level of education - not stated,All ages,69.0,,
2025Q1,Male,Levels of Education (Levels  0-8),15 - 24 years,,8.6,
2025Q1,Male,Levels of Education (Levels  0-8),20 - 24 years,71.1,,
2025Q1,Male,Levels of Education (Levels  0-8),25 - 29 years,85.1,,
2025Q1,Male,Levels of Education (Levels  0-8),25 - 54 years,89.2,3.8,0.7
2025Q1,Male,Levels of Education (Levels  0-8),30 - 34 years,87.5,,
2025Q1,Male,Levels of Education (Levels  0-8),35 - 39 years,89.5,,
2025Q1,Male,Levels of Education (Levels  0-8),40 - 44 years,91.8,,
2025Q1,Male,Levels of Education (Levels  0-8),45 - 49 years,92.4,,
2025Q1,Male,Levels of Education (Levels  0-8),50 - 54 years,87.6,,
2025Q1,Male,Levels of Education (Levels  0-8),55 - 59 years,82.1,,
2025Q1,Male,Levels of Education (Levels  0-8),55 - 74 years,,3.5,
2025Q1,Male,Levels of Education (Levels  0-8),60 - 64 years,69.6,,
2025Q1,Male,Levels of Education (Levels  0-8),All ages,84.7,4.3,0.8
2025Q1,Male,Primary and lower secondary education (Levels 1-2),15 - 24 years,,,
2025Q1,Male,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2025Q1,Male,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2025Q1,Male,Primary and lower secondary education (Levels 1-2),25 - 54 years,67.2,,
2025Q1,Male,Primary and lower secondary education (Levels 1-2),30 - 34 years,,,
2025Q1,Male,Primary and lower secondary education (Levels 1-2),35 - 39 years,,,
2025Q1,Male,Primary and lower secondary education (Levels 1-2),40 - 44 years,70.6,,
2025Q1,Male,Primary and lower secondary education (Levels 1-2),45 - 49 years,77.2,,
2025Q1,Male,Primary and lower secondary education (Levels 1-2),50 - 54 years,76.0,,
2025Q1,Male,Primary and lower secondary education (Levels 1-2),55 - 59 years,72.2,,
2025Q1,Male,Primary and lower secondary education (Levels 1-2),55 - 74 years,,,
2025Q1,Male,Primary and lower secondary education (Levels 1-2),60 - 64 years,61.7,,
2025Q1,Male,Primary and lower secondary education (Levels 1-2),All ages,65.3,7.8,
2025Q1,Male,Tertiary education (Levels 5-8),15 - 24 years,,,
2025Q1,Male,Tertiary education (Levels 5-8),20 - 24 years,80.1,,
2025Q1,Male,Tertiary education (Levels 5-8),25 - 29 years,89.0,,
2025Q1,Male,Tertiary education (Levels 5-8),25 - 54 years,93.4,3.2,
2025Q1,Male,Tertiary education (Levels 5-8),30 - 34 years,92.7,,
2025Q1,Male,Tertiary education (Levels 5-8),35 - 39 years,94.9,,
2025Q1,Male,Tertiary education (Levels 5-8),40 - 44 years,96.0,,
2025Q1,Male,Tertiary education (Levels 5-8),45 - 49 years,94.6,,
2025Q1,Male,Tertiary education (Levels 5-8),50 - 54 years,92.4,,
2025Q1,Male,Tertiary education (Levels 5-8),55 - 59 years,89.1,,
2025Q1,Male,Tertiary education (Levels 5-8),55 - 74 years,,,
2025Q1,Male,Tertiary education (Levels 5-8),60 - 64 years,71.5,,
2025Q1,Male,Tertiary education (Levels 5-8),All ages,90.9,3.6,
2025Q1,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,6.5,
2025Q1,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,70.2,,
2025Q1,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,86.5,,
2025Q1,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,88.9,3.9,
2025Q1,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,85.0,,
2025Q1,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,88.0,,
2025Q1,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,91.1,,
2025Q1,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,93.2,,
2025Q1,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,87.7,,
2025Q1,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,81.8,,
2025Q1,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 74 years,,,
2025Q1,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),60 - 64 years,75.5,,
2025Q1,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),All ages,83.5,4.2,
2025Q2,Both sexes,Less than primary (Level 0),15 - 24 years,,,
2025Q2,Both sexes,Less than primary (Level 0),20 - 24 years,,,
2025Q2,Both sexes,Less than primary (Level 0),25 - 29 years,,,
2025Q2,Both sexes,Less than primary (Level 0),25 - 54 years,,,
2025Q2,Both sexes,Less than primary (Level 0),30 - 34 years,,,
2025Q2,Both sexes,Less than primary (Level 0),35 - 39 years,,,
2025Q2,Both sexes,Less than primary (Level 0),40 - 44 years,,,
2025Q2,Both sexes,Less than primary (Level 0),45 - 49 years,,,
2025Q2,Both sexes,Less than primary (Level 0),50 - 54 years,,,
2025Q2,Both sexes,Less than primary (Level 0),55 - 59 years,,,
2025Q2,Both sexes,Less than primary (Level 0),55 - 74 years,,,
2025Q2,Both sexes,Less than primary (Level 0),60 - 64 years,,,
2025Q2,Both sexes,Less than primary (Level 0),All ages,,,
2025Q2,Both sexes,Level of education - not stated,15 - 24 years,,,
2025Q2,Both sexes,Level of education - not stated,20 - 24 years,,,
2025Q2,Both sexes,Level of education - not stated,25 - 29 years,,,
2025Q2,Both sexes,Level of education - not stated,25 - 54 years,74.4,,
2025Q2,Both sexes,Level of education - not stated,30 - 34 years,,,
2025Q2,Both sexes,Level of education - not stated,35 - 39 years,75.2,,
2025Q2,Both sexes,Level of education - not stated,40 - 44 years,70.1,,
2025Q2,Both sexes,Level of education - not stated,45 - 49 years,75.7,,
2025Q2,Both sexes,Level of education - not stated,50 - 54 years,,,
2025Q2,Both sexes,Level of education - not stated,55 - 59 years,67.4,,
2025Q2,Both sexes,Level of education - not stated,55 - 74 years,,,
2025Q2,Both sexes,Level of education - not stated,60 - 64 years,,,
2025Q2,Both sexes,Level of education - not stated,All ages,71.1,,
2025Q2,Both sexes,Levels of Education (Levels  0-8),15 - 24 years,,13.2,
2025Q2,Both sexes,Levels of Education (Levels  0-8),20 - 24 years,70.2,,
2025Q2,Both sexes,Levels of Education (Levels  0-8),25 - 29 years,82.7,,
2025Q2,Both sexes,Levels of Education (Levels  0-8),25 - 54 years,84.8,3.9,1.0
2025Q2,Both sexes,Levels of Education (Levels  0-8),30 - 34 years,84.3,,
2025Q2,Both sexes,Levels of Education (Levels  0-8),35 - 39 years,85.5,,
2025Q2,Both sexes,Levels of Education (Levels  0-8),40 - 44 years,85.7,,
2025Q2,Both sexes,Levels of Education (Levels  0-8),45 - 49 years,87.1,,
2025Q2,Both sexes,Levels of Education (Levels  0-8),50 - 54 years,83.0,,
2025Q2,Both sexes,Levels of Education (Levels  0-8),55 - 59 years,76.3,,
2025Q2,Both sexes,Levels of Education (Levels  0-8),55 - 74 years,,2.4,
2025Q2,Both sexes,Levels of Education (Levels  0-8),60 - 64 years,61.2,,
2025Q2,Both sexes,Levels of Education (Levels  0-8),All ages,80.3,4.8,1.1
2025Q2,Both sexes,Primary and lower secondary education (Levels 1-2),15 - 24 years,,25.3,
2025Q2,Both sexes,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2025Q2,Both sexes,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2025Q2,Both sexes,Primary and lower secondary education (Levels 1-2),25 - 54 years,56.9,8.9,
2025Q2,Both sexes,Primary and lower secondary education (Levels 1-2),30 - 34 years,,,
2025Q2,Both sexes,Primary and lower secondary education (Levels 1-2),35 - 39 years,46.7,,
2025Q2,Both sexes,Primary and lower secondary education (Levels 1-2),40 - 44 years,64.0,,
2025Q2,Both sexes,Primary and lower secondary education (Levels 1-2),45 - 49 years,61.8,,
2025Q2,Both sexes,Primary and lower secondary education (Levels 1-2),50 - 54 years,61.9,,
2025Q2,Both sexes,Primary and lower secondary education (Levels 1-2),55 - 59 years,60.9,,
2025Q2,Both sexes,Primary and lower secondary education (Levels 1-2),55 - 74 years,,,
2025Q2,Both sexes,Primary and lower secondary education (Levels 1-2),60 - 64 years,52.6,,
2025Q2,Both sexes,Primary and lower secondary education (Levels 1-2),All ages,55.4,11.1,2.5
2025Q2,Both sexes,Tertiary education (Levels 5-8),15 - 24 years,,,
2025Q2,Both sexes,Tertiary education (Levels 5-8),20 - 24 years,81.5,,
2025Q2,Both sexes,Tertiary education (Levels 5-8),25 - 29 years,87.6,,
2025Q2,Both sexes,Tertiary education (Levels 5-8),25 - 54 years,90.4,2.9,
2025Q2,Both sexes,Tertiary education (Levels 5-8),30 - 34 years,90.0,,
2025Q2,Both sexes,Tertiary education (Levels 5-8),35 - 39 years,91.7,,
2025Q2,Both sexes,Tertiary education (Levels 5-8),40 - 44 years,91.8,,
2025Q2,Both sexes,Tertiary education (Levels 5-8),45 - 49 years,92.1,,
2025Q2,Both sexes,Tertiary education (Levels 5-8),50 - 54 years,88.4,,
2025Q2,Both sexes,Tertiary education (Levels 5-8),55 - 59 years,85.1,,
2025Q2,Both sexes,Tertiary education (Levels 5-8),55 - 74 years,,2.3,
2025Q2,Both sexes,Tertiary education (Levels 5-8),60 - 64 years,65.5,,
2025Q2,Both sexes,Tertiary education (Levels 5-8),All ages,87.8,3.0,0.5
2025Q2,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,11.4,
2025Q2,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,69.1,,
2025Q2,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,79.0,,
2025Q2,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,80.7,4.9,1.8
2025Q2,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,77.3,,
2025Q2,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,80.3,,
2025Q2,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,80.6,,
2025Q2,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,83.9,,
2025Q2,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,82.3,,
2025Q2,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,73.3,,
